# The following table is formatted as tab separated values. 
#GeneName	GeneId	TranscriptId	BioType	variants_impact_HIGH	variants_impact_LOW	variants_impact_MODERATE	variants_impact_MODIFIER	variants_effect_3_prime_UTR_variant	variants_effect_5_prime_UTR_premature_start_codon_gain_variant	variants_effect_5_prime_UTR_variant	variants_effect_conservative_inframe_deletion	variants_effect_conservative_inframe_insertion	variants_effect_downstream_gene_variant	variants_effect_frameshift_variant	variants_effect_intron_variant	variants_effect_missense_variant	variants_effect_non_coding_transcript_exon_variant	variants_effect_splice_acceptor_variant	variants_effect_splice_donor_variant	variants_effect_splice_region_variant	variants_effect_start_lost	variants_effect_stop_gained	variants_effect_synonymous_variant	variants_effect_upstream_gene_variant
FBLN1	ENSG00000077942	ENST00000437711	nonsense_mediated_decay	0	0	0	2	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0
FBLN1	ENSG00000077942	ENST00000442170	protein_coding	0	0	0	6	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0
FBLN1	ENSG00000077942	ENST00000451475	protein_coding	0	0	0	2	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0
FBLN1	ENSG00000077942	ENST00000454279	protein_coding	0	0	0	2	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0
FBLN1	ENSG00000077942	ENST00000455233	protein_coding	0	0	0	2	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0
FBLN1	ENSG00000077942	ENST00000460300	processed_transcript	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
FBLN1	ENSG00000077942	ENST00000460538	retained_intron	0	0	0	2	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0
FBLN1	ENSG00000077942	ENST00000465578	retained_intron	0	0	0	2	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0
FBLN1	ENSG00000077942	ENST00000476366	processed_transcript	0	0	0	4	0	0	0	0	0	1	0	3	0	0	0	0	0	0	0	0	0
FBLN1	ENSG00000077942	ENST00000484531	retained_intron	0	0	0	2	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0
FLJ27365	ENSG00000197182	ENST00000360737	protein_coding	0	0	0	2	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0
FLJ27365	ENSG00000197182	ENST00000381051	protein_coding	0	0	0	2	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0
GAB4	ENSG00000215568	ENST00000400588	protein_coding	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3
GAB4	ENSG00000215568	ENST00000465611	nonsense_mediated_decay	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3
GAB4	ENSG00000215568	ENST00000523144	processed_transcript	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3
GAL3ST1	ENSG00000128242	ENST00000401975	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
GAL3ST1	ENSG00000128242	ENST00000402321	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
GAL3ST1	ENSG00000128242	ENST00000402369	protein_coding	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
GAL3ST1	ENSG00000128242	ENST00000406361	protein_coding	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
GAL3ST1	ENSG00000128242	ENST00000411821	protein_coding	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
GAL3ST1	ENSG00000128242	ENST00000416358	protein_coding	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
GAL3ST1	ENSG00000128242	ENST00000423299	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
GAL3ST1	ENSG00000128242	ENST00000423371	protein_coding	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
GAL3ST1	ENSG00000128242	ENST00000426220	protein_coding	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
GAL3ST1	ENSG00000128242	ENST00000428682	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
GAL3ST1	ENSG00000128242	ENST00000431313	protein_coding	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
GAL3ST1	ENSG00000128242	ENST00000441967	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
GAL3ST1	ENSG00000128242	ENST00000443111	protein_coding	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
GAL3ST1	ENSG00000128242	ENST00000443136	protein_coding	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
GAL3ST1	ENSG00000128242	ENST00000445645	protein_coding	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
GAL3ST1	ENSG00000128242	ENST00000448604	protein_coding	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
GAPDHP37	ENSG00000231907	ENST00000442317	processed_pseudogene	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2
GATSL3	ENSG00000239282	ENST00000404953	protein_coding	0	0	0	2	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GATSL3	ENSG00000239282	ENST00000407689	protein_coding	0	0	0	2	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GATSL3	ENSG00000239282	ENST00000415484	nonsense_mediated_decay	0	0	0	2	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0
GATSL3	ENSG00000239282	ENST00000421236	nonsense_mediated_decay	0	0	0	2	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0
GATSL3	ENSG00000239282	ENST00000425691	nonsense_mediated_decay	0	0	0	2	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0
GATSL3	ENSG00000239282	ENST00000440704	nonsense_mediated_decay	0	0	0	2	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0
GATSL3	ENSG00000239282	ENST00000440839	nonsense_mediated_decay	0	0	0	2	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0
GATSL3	ENSG00000239282	ENST00000459785	processed_transcript	0	0	0	2	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0
GATSL3	ENSG00000239282	ENST00000463795	retained_intron	0	0	0	2	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0
GATSL3	ENSG00000239282	ENST00000464854	processed_transcript	0	0	0	2	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0
GATSL3	ENSG00000239282	ENST00000471480	retained_intron	0	0	0	2	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0
GATSL3	ENSG00000239282	ENST00000492159	retained_intron	0	0	0	2	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0
GATSL3	ENSG00000239282	ENST00000497605	retained_intron	0	0	0	2	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0
GATSL3	ENSG00000239282	ENST00000498572	processed_transcript	0	0	0	2	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0
GGA1	ENSG00000100083	ENST00000325180	protein_coding	0	0	0	2	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0
GGA1	ENSG00000100083	ENST00000337437	protein_coding	0	0	0	2	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0
GGA1	ENSG00000100083	ENST00000343632	protein_coding	0	0	0	2	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0
GGA1	ENSG00000100083	ENST00000381756	protein_coding	0	0	0	2	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0
GGA1	ENSG00000100083	ENST00000406772	protein_coding	0	0	0	2	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0
GGA1	ENSG00000100083	ENST00000460957	retained_intron	0	0	0	2	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0
GGT1	ENSG00000100031	ENST00000248923	protein_coding	0	0	0	4	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0
GGT1	ENSG00000100031	ENST00000400380	protein_coding	0	0	0	3	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0
GGT1	ENSG00000100031	ENST00000400382	protein_coding	0	0	0	3	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0
GGT1	ENSG00000100031	ENST00000400383	protein_coding	0	0	0	3	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0
GGT1	ENSG00000100031	ENST00000406383	protein_coding	0	0	0	3	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0
GGT1	ENSG00000100031	ENST00000412658	protein_coding	0	0	0	3	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0
GGT1	ENSG00000100031	ENST00000419133	protein_coding	0	0	0	3	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0
GGT1	ENSG00000100031	ENST00000425895	nonsense_mediated_decay	0	0	0	3	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0
GGT1	ENSG00000100031	ENST00000466310	processed_transcript	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3
GGT1	ENSG00000100031	ENST00000474191	processed_transcript	0	0	0	3	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0
GGT1	ENSG00000100031	ENST00000487766	retained_intron	0	0	0	3	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0
GGT2	ENSG00000133475	ENST00000401924	protein_coding	0	0	0	16	0	0	0	0	0	8	0	8	0	0	0	0	0	0	0	0	0
GGT2	ENSG00000133475	ENST00000405188	protein_coding	0	0	0	16	0	0	0	0	0	8	0	8	0	0	0	0	0	0	0	0	0
GGT2	ENSG00000133475	ENST00000424627	protein_coding	0	0	0	15	0	0	0	0	0	7	0	8	0	0	0	0	0	0	0	0	0
GGT3P	ENSG00000197421	ENST00000412448	processed_transcript	0	0	0	3	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	2
GGT3P	ENSG00000197421	ENST00000430306	processed_transcript	0	0	0	2	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0
GGT3P	ENSG00000197421	ENST00000445651	processed_transcript	0	0	0	2	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0
GGT3P	ENSG00000197421	ENST00000453783	transcribed_unprocessed_pseudogene	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
GGT5	ENSG00000099998	ENST00000263112	protein_coding	0	0	0	2	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1
GGT5	ENSG00000099998	ENST00000327365	protein_coding	0	0	0	2	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1
GGT5	ENSG00000099998	ENST00000398292	protein_coding	0	0	0	2	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1
GGT5	ENSG00000099998	ENST00000418439	protein_coding	0	0	0	2	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1
GGT5	ENSG00000099998	ENST00000424217	protein_coding	0	0	0	2	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1
GGTLC2	ENSG00000100121	ENST00000417145	retained_intron	0	0	0	13	0	0	0	0	0	11	0	0	0	1	0	0	0	0	0	0	1
GGTLC2	ENSG00000100121	ENST00000448514	protein_coding	0	0	0	12	0	0	0	0	0	11	0	0	0	0	0	0	0	0	0	0	1
GGTLC2	ENSG00000100121	ENST00000480559	protein_coding	0	0	0	12	0	0	0	0	0	11	0	0	0	0	0	0	0	0	0	0	1
GGTLC3	ENSG00000183038	ENST00000404912	protein_coding	0	0	0	2	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0
GGTLC3	ENSG00000183038	ENST00000424787	protein_coding	0	0	0	2	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0
GNAZ	ENSG00000128266	ENST00000248996	protein_coding	0	0	0	2	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0
GNAZ	ENSG00000128266	ENST00000492538	processed_transcript	0	0	0	2	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0
GNB1L	ENSG00000185838	ENST00000329517	protein_coding	0	0	1	2	0	0	0	0	0	0	0	2	1	0	0	0	0	0	0	0	0
GNB1L	ENSG00000185838	ENST00000403325	protein_coding	0	0	1	2	0	0	0	0	0	0	0	2	1	0	0	0	0	0	0	0	0
GNB1L	ENSG00000185838	ENST00000405009	protein_coding	0	0	1	2	0	0	0	0	0	0	0	2	1	0	0	0	0	0	0	0	0
GNB1L	ENSG00000185838	ENST00000453108	protein_coding	0	0	1	2	0	0	0	0	0	1	0	1	1	0	0	0	0	0	0	0	0
GNB1L	ENSG00000185838	ENST00000460402	processed_transcript	0	0	0	3	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0
GNB1L	ENSG00000185838	ENST00000481086	processed_transcript	0	0	0	3	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0
GRAMD4	ENSG00000075240	ENST00000361034	protein_coding	0	0	0	8	0	0	0	0	0	2	0	6	0	0	0	0	0	0	0	0	0
GRAMD4	ENSG00000075240	ENST00000406902	protein_coding	0	0	0	8	0	0	0	0	0	2	0	6	0	0	0	0	0	0	0	0	0
GRAMD4	ENSG00000075240	ENST00000408031	protein_coding	0	0	0	2	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0
GRAMD4	ENSG00000075240	ENST00000431155	protein_coding	0	0	0	3	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	1
GRAMD4	ENSG00000075240	ENST00000447351	protein_coding	0	0	0	3	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	1
GRAMD4P2	ENSG00000235992	ENST00000423297	processed_pseudogene	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
GRAP2	ENSG00000100351	ENST00000344138	protein_coding	0	0	0	10	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0
GRAP2	ENSG00000100351	ENST00000399090	protein_coding	0	0	0	2	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0
GRAP2	ENSG00000100351	ENST00000407075	protein_coding	0	0	0	2	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0
GRAP2	ENSG00000100351	ENST00000460449	retained_intron	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2
GRAP2	ENSG00000100351	ENST00000478445	processed_transcript	0	0	0	2	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0
GRAP2	ENSG00000100351	ENST00000481263	retained_intron	0	0	0	2	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0
GRAP2	ENSG00000100351	ENST00000540310	protein_coding	0	0	0	10	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0
GRAP2	ENSG00000100351	ENST00000543252	protein_coding	0	0	0	10	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0
GRAP2	ENSG00000100351	ENST00000544756	protein_coding	0	0	0	2	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0
GSC2	ENSG00000063515	ENST00000086933	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2
GSTT2	ENSG00000099984	ENST00000215780	protein_coding	0	0	0	3	0	0	0	0	0	2	0	1	0	0	0	0	0	0	0	0	0
GSTT2	ENSG00000099984	ENST00000402588	protein_coding	0	0	0	3	0	0	0	0	0	2	0	1	0	0	0	0	0	0	0	0	0
GSTTP1	ENSG00000241850	ENST00000448934	unprocessed_pseudogene	0	0	0	2	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0
GSTTP1	ENSG00000241850	ENST00000513608	unprocessed_pseudogene	0	0	0	2	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0
GUCD1	ENSG00000138867	ENST00000398245	nonsense_mediated_decay	0	0	0	2	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0
GUCD1	ENSG00000138867	ENST00000402766	protein_coding	0	0	0	2	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0
GUCD1	ENSG00000138867	ENST00000404664	protein_coding	0	0	0	2	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0
GUCD1	ENSG00000138867	ENST00000407471	protein_coding	0	0	0	2	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0
GUCD1	ENSG00000138867	ENST00000407973	protein_coding	0	0	0	2	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0
GUCD1	ENSG00000138867	ENST00000435822	protein_coding	0	0	0	2	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0
GUCD1	ENSG00000138867	ENST00000447813	protein_coding	0	0	0	2	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0
GUCD1	ENSG00000138867	ENST00000468170	retained_intron	0	0	0	2	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0
GUCD1	ENSG00000138867	ENST00000480272	retained_intron	0	0	0	2	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0
GUCD1	ENSG00000138867	ENST00000490810	processed_transcript	0	0	0	2	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0
GUCD1	ENSG00000138867	ENST00000490922	processed_transcript	0	0	0	2	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0
GUCD1	ENSG00000138867	ENST00000493099	processed_transcript	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2
GUSBP11	ENSG00000228315	ENST00000422506	processed_transcript	0	0	0	11	0	0	0	0	0	0	0	11	0	0	0	0	0	0	0	0	0
GUSBP11	ENSG00000228315	ENST00000430357	processed_transcript	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2
GUSBP11	ENSG00000228315	ENST00000445682	processed_transcript	0	0	0	11	0	0	0	0	0	0	0	11	0	0	0	0	0	0	0	0	0
GUSBP11	ENSG00000228315	ENST00000451837	processed_transcript	0	0	0	11	0	0	0	0	0	0	0	11	0	0	0	0	0	0	0	0	0
GUSBP11	ENSG00000228315	ENST00000452737	processed_transcript	0	0	0	11	0	0	0	0	0	0	0	11	0	0	0	0	0	0	0	0	0
GUSBP11	ENSG00000228315	ENST00000455485	processed_transcript	0	0	0	8	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0
GUSBP11	ENSG00000228315	ENST00000608454	processed_transcript	0	0	0	6	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0
H2AFZP6	ENSG00000233733	ENST00000444403	processed_pseudogene	0	0	0	3	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	1
HDAC10	ENSG00000100429	ENST00000216271	protein_coding	0	0	0	2	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0
HDAC10	ENSG00000100429	ENST00000349505	protein_coding	0	0	0	2	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0
HDAC10	ENSG00000100429	ENST00000415993	nonsense_mediated_decay	0	0	0	2	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0
HDAC10	ENSG00000100429	ENST00000429374	nonsense_mediated_decay	0	0	0	2	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0
HDAC10	ENSG00000100429	ENST00000448072	protein_coding	0	0	0	2	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0
HDAC10	ENSG00000100429	ENST00000454936	nonsense_mediated_decay	0	0	0	2	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0
HDAC10	ENSG00000100429	ENST00000470378	retained_intron	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2
HDAC10	ENSG00000100429	ENST00000470965	processed_transcript	0	0	0	2	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0
HDAC10	ENSG00000100429	ENST00000471375	retained_intron	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2
HDAC10	ENSG00000100429	ENST00000475965	retained_intron	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2
HDAC10	ENSG00000100429	ENST00000476310	retained_intron	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2
HDAC10	ENSG00000100429	ENST00000477814	retained_intron	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2
HDAC10	ENSG00000100429	ENST00000482213	retained_intron	0	0	0	2	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0
HDAC10	ENSG00000100429	ENST00000483222	processed_transcript	0	0	0	2	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0
HDAC10	ENSG00000100429	ENST00000488270	retained_intron	0	0	0	2	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0
HDAC10	ENSG00000100429	ENST00000489424	processed_transcript	0	0	0	2	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0
HDAC10	ENSG00000100429	ENST00000496235	retained_intron	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2
HDAC10	ENSG00000100429	ENST00000496909	processed_transcript	0	0	0	2	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0
HDAC10	ENSG00000100429	ENST00000497483	processed_transcript	0	0	0	2	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0
HDAC10	ENSG00000100429	ENST00000497952	retained_intron	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2
HDAC10	ENSG00000100429	ENST00000498366	processed_transcript	0	0	0	2	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0
HIRA	ENSG00000100084	ENST00000263208	protein_coding	0	0	0	90	0	0	0	0	0	0	0	87	0	0	0	0	0	0	0	0	3
HIRA	ENSG00000100084	ENST00000340170	protein_coding	0	0	0	90	0	0	0	0	0	0	0	87	0	0	0	0	0	0	0	0	3
HIRA	ENSG00000100084	ENST00000452818	nonsense_mediated_decay	0	0	0	57	0	0	0	0	0	6	0	48	0	0	0	0	0	0	0	0	3
HIRA	ENSG00000100084	ENST00000464189	processed_transcript	0	0	0	47	0	0	0	0	0	6	0	39	0	0	0	0	0	0	0	0	2
HIRA	ENSG00000100084	ENST00000541063	protein_coding	0	0	0	99	0	0	0	0	0	0	0	96	0	0	0	0	0	0	0	0	3
HIRA	ENSG00000100084	ENST00000546308	protein_coding	0	0	0	98	0	0	0	0	0	0	0	95	0	0	0	0	0	0	0	0	3
HMGB1P10	ENSG00000213707	ENST00000395823	processed_pseudogene	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
HMGXB4	ENSG00000100281	ENST00000216106	protein_coding	0	0	0	2	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0
HMGXB4	ENSG00000100281	ENST00000418170	nonsense_mediated_decay	0	0	0	2	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0
HMOX1	ENSG00000100292	ENST00000216117	protein_coding	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3
HMOX1	ENSG00000100292	ENST00000412893	protein_coding	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3
HMOX1	ENSG00000100292	ENST00000481190	retained_intron	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3
HORMAD2	ENSG00000176635	ENST00000336726	protein_coding	0	0	0	66	1	0	0	0	0	3	0	59	0	0	0	0	0	0	0	0	3
HORMAD2	ENSG00000176635	ENST00000403975	protein_coding	0	0	0	66	1	0	0	0	0	3	0	59	0	0	0	0	0	0	0	0	3
HORMAD2	ENSG00000176635	ENST00000450612	nonsense_mediated_decay	0	0	0	25	0	0	0	0	0	1	0	21	0	0	0	0	0	0	0	0	3
HORMAD2	ENSG00000176635	ENST00000491605	retained_intron	0	0	0	11	0	0	0	0	0	3	0	5	0	0	0	0	0	0	0	0	3
HPS4	ENSG00000100099	ENST00000336873	protein_coding	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
HPS4	ENSG00000100099	ENST00000398141	protein_coding	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
HPS4	ENSG00000100099	ENST00000398145	protein_coding	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
HPS4	ENSG00000100099	ENST00000402105	protein_coding	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
HPS4	ENSG00000100099	ENST00000429411	nonsense_mediated_decay	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
HPS4	ENSG00000100099	ENST00000439453	nonsense_mediated_decay	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
HPS4	ENSG00000100099	ENST00000464362	nonsense_mediated_decay	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
HPS4	ENSG00000100099	ENST00000466781	retained_intron	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
HPS4	ENSG00000100099	ENST00000485842	retained_intron	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
HPS4	ENSG00000100099	ENST00000491142	processed_transcript	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
HPS4	ENSG00000100099	ENST00000493455	processed_transcript	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
HPS4	ENSG00000100099	ENST00000496385	retained_intron	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
HPS4	ENSG00000100099	ENST00000519774	processed_transcript	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
HSCB	ENSG00000100209	ENST00000216027	protein_coding	0	0	0	3	0	0	0	0	0	2	0	1	0	0	0	0	0	0	0	0	0
HSCB	ENSG00000100209	ENST00000398941	protein_coding	0	0	0	3	0	0	0	0	0	2	0	1	0	0	0	0	0	0	0	0	0
HSCB	ENSG00000100209	ENST00000420442	nonsense_mediated_decay	0	0	0	3	0	0	0	0	0	2	0	1	0	0	0	0	0	0	0	0	0
HSCB	ENSG00000100209	ENST00000450178	nonsense_mediated_decay	0	0	0	3	0	0	0	0	0	2	0	1	0	0	0	0	0	0	0	0	0
HSCB	ENSG00000100209	ENST00000483861	processed_transcript	0	0	0	3	0	0	0	0	0	2	0	1	0	0	0	0	0	0	0	0	0
HSCB	ENSG00000100209	ENST00000485599	processed_transcript	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
HSCB	ENSG00000100209	ENST00000495977	processed_transcript	0	0	0	3	0	0	0	0	0	2	0	1	0	0	0	0	0	0	0	0	0
HSFY1P1	ENSG00000229027	ENST00000423928	transcribed_unprocessed_pseudogene	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2
HSFY1P1	ENSG00000229027	ENST00000425038	processed_transcript	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2
IFT27	ENSG00000100360	ENST00000340630	protein_coding	0	0	0	4	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0
