# The following table is formatted as tab separated values. 
#GeneName	GeneId	TranscriptId	BioType	variants_impact_HIGH	variants_impact_LOW	variants_impact_MODERATE	variants_impact_MODIFIER	variants_effect_3_prime_UTR_variant	variants_effect_5_prime_UTR_variant	variants_effect_downstream_gene_variant	variants_effect_intron_variant	variants_effect_missense_variant	variants_effect_non_coding_transcript_exon_variant	variants_effect_splice_acceptor_variant	variants_effect_splice_donor_variant	variants_effect_splice_region_variant	variants_effect_synonymous_variant	variants_effect_upstream_gene_variant
RNF185	ENSG00000138942	ENST00000471384	retained_intron	0	0	0	2	0	0	0	2	0	0	0	0	0	0	0
RNF185	ENSG00000138942	ENST00000494514	retained_intron	0	0	0	2	0	0	0	2	0	0	0	0	0	0	0
RNF185	ENSG00000138942	ENST00000518626	nonsense_mediated_decay	0	0	0	2	0	0	0	2	0	0	0	0	0	0	0
RNU6-201P	ENSG00000252909	ENST00000517100	snRNA	0	0	0	2	0	0	2	0	0	0	0	0	0	0	0
RNU6-476P	ENSG00000207457	ENST00000384726	snRNA	0	0	0	2	0	0	2	0	0	0	0	0	0	0	0
RNU6ATAC22P	ENSG00000252603	ENST00000516794	snRNA	0	0	0	4	0	0	2	0	0	0	0	0	0	0	2
RP1-127B20.4	ENSG00000223730	ENST00000431036	processed_transcript	0	0	0	2	0	0	0	0	0	0	0	0	0	0	2
RP1-127B20.4	ENSG00000223730	ENST00000456225	transcribed_processed_pseudogene	0	0	0	2	0	0	0	0	0	0	0	0	0	0	2
RP1-130H16.18	ENSG00000248751	ENST00000330168	nonsense_mediated_decay	0	0	0	4	2	0	0	0	0	2	0	0	0	0	0
RP1-130H16.18	ENSG00000248751	ENST00000418047	nonsense_mediated_decay	0	0	0	4	2	0	0	0	0	2	0	0	0	0	0
RP1-130H16.18	ENSG00000248751	ENST00000434291	protein_coding	0	0	0	2	2	0	0	0	0	0	0	0	0	0	0
RP1-130H16.18	ENSG00000248751	ENST00000434987	nonsense_mediated_decay	0	0	0	4	2	0	0	0	0	2	0	0	0	0	0
RP1-130H16.18	ENSG00000248751	ENST00000447976	nonsense_mediated_decay	0	0	0	4	2	0	0	0	0	2	0	0	0	0	0
RP1-149A16.12	ENSG00000234626	ENST00000446543	antisense	0	0	0	2	0	0	0	2	0	0	0	0	0	0	0
RP1-149A16.17	ENSG00000241954	ENST00000444848	lincRNA	0	0	0	2	0	0	0	0	0	0	0	0	0	0	2
RP1-149A16.3	ENSG00000230736	ENST00000420171	lincRNA	0	0	0	2	0	0	0	2	0	0	0	0	0	0	0
RP1-151B14.6	ENSG00000235237	ENST00000419128	antisense	0	0	0	2	0	0	0	2	0	0	0	0	0	0	0
RP1-213J1P__B.1	ENSG00000227838	ENST00000440255	lincRNA	0	0	0	2	0	0	0	2	0	0	0	0	0	0	0
RP1-213J1P__B.2	ENSG00000231495	ENST00000422833	lincRNA	0	0	0	2	0	0	2	0	0	0	0	0	0	0	0
RP1-272J12.1	ENSG00000227895	ENST00000448318	antisense	0	0	0	7	0	0	0	7	0	0	0	0	0	0	0
RP1-288L1.4	ENSG00000237316	ENST00000440858	lincRNA	0	0	0	2	0	0	0	0	0	0	0	0	0	0	2
RP1-288L1.5	ENSG00000234891	ENST00000423712	lincRNA	0	0	0	2	0	0	2	0	0	0	0	0	0	0	0
RP1-293L6.1	ENSG00000234688	ENST00000430281	antisense	0	0	0	3	0	0	0	0	0	0	0	0	0	0	3
RP1-29C18.9	ENSG00000213279	ENST00000393264	sense_intronic	0	0	0	2	0	0	2	0	0	0	0	0	0	0	0
RP1-302D9.3	ENSG00000232073	ENST00000434741	antisense	0	0	0	2	0	0	0	0	0	0	0	0	0	0	2
RP1-32I10.10	ENSG00000220702	ENST00000406912	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	0	0	2
RP1-41P2.7	ENSG00000228587	ENST00000417782	lincRNA	0	0	0	2	0	0	0	0	0	0	0	0	0	0	2
RP1-56J10.8	ENSG00000223831	ENST00000432130	sense_intronic	0	0	0	6	0	0	0	6	0	0	0	0	0	0	0
RP1-5O6.4	ENSG00000229955	ENST00000454123	sense_intronic	0	0	0	2	0	0	0	0	0	0	0	0	0	0	2
RP1-5O6.5	ENSG00000235246	ENST00000420172	antisense	0	0	0	3	0	0	0	0	0	0	0	0	0	0	3
RP1-63G5.5	ENSG00000243902	ENST00000430883	sense_overlapping	0	0	0	4	0	0	0	4	0	0	0	0	0	0	0
RP1-63G5.5	ENSG00000243902	ENST00000452946	sense_overlapping	0	0	0	6	0	0	0	6	0	0	0	0	0	0	0
RP1-63G5.7	ENSG00000237862	ENST00000445088	lincRNA	0	0	0	2	0	0	2	0	0	0	0	0	0	0	0
RP1-63G5.8	ENSG00000272694	ENST00000609322	antisense	0	0	0	2	0	0	2	0	0	0	0	0	0	0	0
RP1-85F18.5	ENSG00000231993	ENST00000420537	antisense	0	0	0	2	0	0	0	0	0	0	0	0	0	0	2
RP1-90G24.11	ENSG00000273325	ENST00000608926	lincRNA	0	0	0	2	0	0	2	0	0	0	0	0	0	0	0
RP1-90L6.2	ENSG00000223704	ENST00000434868	lincRNA	0	0	0	2	0	0	0	0	0	2	0	0	0	0	0
RP11-191L9.4	ENSG00000224271	ENST00000423737	lincRNA	0	0	0	30	0	0	0	28	0	0	0	0	0	0	2
RP11-191L9.4	ENSG00000224271	ENST00000426452	retained_intron	0	0	0	2	0	0	0	0	0	0	0	0	0	0	2
RP11-191L9.4	ENSG00000224271	ENST00000438810	lincRNA	0	0	0	4	0	0	1	1	0	0	0	0	0	0	2
RP11-247I13.11	ENSG00000240591	ENST00000464523	antisense	0	0	0	2	0	0	0	2	0	0	0	0	0	0	0
RP11-247I13.11	ENSG00000240591	ENST00000483736	antisense	0	0	0	2	0	0	0	2	0	0	0	0	0	0	0
RP11-247I13.6	ENSG00000229169	ENST00000416920	processed_pseudogene	0	0	0	2	0	0	2	0	0	0	0	0	0	0	0
RP11-247I13.8	ENSG00000224623	ENST00000439588	antisense	0	0	0	2	0	0	0	2	0	0	0	0	0	0	0
RP11-259P1.1	ENSG00000224192	ENST00000414989	antisense	0	0	0	2	0	0	0	0	0	0	0	0	0	0	2
RP11-375H17.1	ENSG00000226169	ENST00000417957	antisense	0	0	0	2	0	0	0	0	0	0	0	0	0	0	2
RP3-333H23.8	ENSG00000224794	ENST00000434516	antisense	0	0	0	4	0	0	0	0	0	2	0	0	0	0	2
RP3-370M22.8	ENSG00000225528	ENST00000424496	sense_intronic	0	0	0	2	0	0	2	0	0	0	0	0	0	0	0
RP3-400N23.6	ENSG00000228839	ENST00000440456	antisense	0	0	0	2	0	0	0	2	0	0	0	0	0	0	0
RP3-402G11.25	ENSG00000273188	ENST00000607943	antisense	0	0	0	2	0	0	2	0	0	0	0	0	0	0	0
RP3-402G11.26	ENSG00000273253	ENST00000608025	antisense	0	0	0	2	0	0	0	0	0	0	0	0	0	0	2
RP3-402G11.27	ENSG00000272836	ENST00000610050	antisense	0	0	0	2	0	0	2	0	0	0	0	0	0	0	0
RP3-449O17.1	ENSG00000244627	ENST00000381645	processed_transcript	0	0	0	5	0	0	0	5	0	0	0	0	0	0	0
RP3-449O17.1	ENSG00000244627	ENST00000381646	transcribed_unprocessed_pseudogene	0	0	0	3	0	0	0	3	0	0	0	0	0	0	0
RP3-449O17.1	ENSG00000244627	ENST00000407491	processed_transcript	0	0	0	5	0	0	0	5	0	0	0	0	0	0	0
RP3-449O17.1	ENSG00000244627	ENST00000428294	processed_transcript	0	0	0	5	0	0	0	5	0	0	0	0	0	0	0
RP3-449O17.1	ENSG00000244627	ENST00000443042	processed_transcript	0	0	0	5	0	0	0	5	0	0	0	0	0	0	0
RP3-449O17.1	ENSG00000244627	ENST00000443658	processed_transcript	0	0	0	5	0	0	0	5	0	0	0	0	0	0	0
RP3-449O17.1	ENSG00000244627	ENST00000454577	processed_transcript	0	0	0	5	0	0	3	2	0	0	0	0	0	0	0
RP3-449O17.1	ENSG00000244627	ENST00000455209	processed_transcript	0	0	0	5	0	0	0	5	0	0	0	0	0	0	0
RP3-449O17.1	ENSG00000244627	ENST00000457665	processed_transcript	0	0	0	5	0	0	0	5	0	0	0	0	0	0	0
RP3-462D8.2	ENSG00000233577	ENST00000411511	lincRNA	0	0	0	2	0	0	0	0	0	0	0	0	0	0	2
RP3-462D8.2	ENSG00000233577	ENST00000432495	lincRNA	0	0	0	2	0	0	0	0	0	0	0	0	0	0	2
RP3-510H16.3	ENSG00000273176	ENST00000609073	antisense	0	0	0	4	0	0	0	0	0	0	0	0	0	0	4
RP4-539M6.18	ENSG00000230137	ENST00000426397	processed_pseudogene	0	0	0	2	0	0	0	0	0	0	0	0	0	0	2
RP4-539M6.22	ENSG00000273428	ENST00000607893	lincRNA	0	0	0	2	0	0	2	0	0	0	0	0	0	0	0
RP4-569D19.5	ENSG00000233388	ENST00000417397	processed_pseudogene	0	0	0	2	0	0	0	0	0	0	0	0	0	0	2
RP4-569D19.8	ENSG00000273044	ENST00000610000	lincRNA	0	0	0	2	0	0	2	0	0	0	0	0	0	0	0
RP4-633O19__A.1	ENSG00000223695	ENST00000424761	lincRNA	0	0	0	3	0	0	0	3	0	0	0	0	0	0	0
RP4-669P10.16	ENSG00000232710	ENST00000428786	sense_intronic	0	0	0	2	0	0	0	0	0	0	0	0	0	0	2
RP4-753M9.1	ENSG00000230922	ENST00000424580	sense_intronic	0	0	0	2	0	0	0	0	0	0	0	0	0	0	2
RP5-1039K5.16	ENSG00000222044	ENST00000410099	antisense	0	0	0	3	0	0	0	0	0	0	0	0	0	0	3
RP5-1119A7.17	ENSG00000261675	ENST00000562756	sense_overlapping	0	0	0	2	0	0	2	0	0	0	0	0	0	0	0
RP5-1172A22.1	ENSG00000233521	ENST00000418271	lincRNA	0	0	0	2	0	0	2	0	0	0	0	0	0	0	0
RP5-1172A22.1	ENSG00000233521	ENST00000444114	lincRNA	0	0	0	2	0	0	2	0	0	0	0	0	0	0	0
RP5-1177I5.3	ENSG00000225867	ENST00000428838	antisense	0	0	0	4	0	0	4	0	0	0	0	0	0	0	0
RP5-996D20.3	ENSG00000230634	ENST00000447383	processed_pseudogene	0	0	0	2	0	0	0	0	0	0	0	0	0	0	2
RP6-109B7.2	ENSG00000231010	ENST00000439423	lincRNA	0	0	0	2	0	0	2	0	0	0	0	0	0	0	0
RP6-109B7.3	ENSG00000241990	ENST00000416202	antisense	0	0	0	2	0	0	0	2	0	0	0	0	0	0	0
RP6-109B7.3	ENSG00000241990	ENST00000445441	antisense	0	0	0	2	0	0	0	0	0	0	0	0	0	0	2
RP6-109B7.3	ENSG00000241990	ENST00000451166	antisense	0	0	0	2	0	0	0	0	0	0	0	0	0	0	2
RP6-109B7.5	ENSG00000273289	ENST00000608644	antisense	0	0	0	2	0	0	2	0	0	0	0	0	0	0	0
RPL3	ENSG00000100316	ENST00000216146	protein_coding	0	0	0	2	0	0	0	2	0	0	0	0	0	0	0
RPL3	ENSG00000100316	ENST00000401609	protein_coding	0	0	0	2	0	0	0	2	0	0	0	0	0	0	0
RPL3	ENSG00000100316	ENST00000402527	protein_coding	0	0	0	2	0	0	0	2	0	0	0	0	0	0	0
RPL3	ENSG00000100316	ENST00000420536	nonsense_mediated_decay	0	0	0	2	0	0	2	0	0	0	0	0	0	0	0
RPL3	ENSG00000100316	ENST00000427905	protein_coding	0	0	0	2	0	0	2	0	0	0	0	0	0	0	0
RPL3	ENSG00000100316	ENST00000453303	protein_coding	0	0	0	2	0	0	2	0	0	0	0	0	0	0	0
RPL3	ENSG00000100316	ENST00000459859	processed_transcript	0	0	0	2	0	0	2	0	0	0	0	0	0	0	0
RPL3	ENSG00000100316	ENST00000460589	retained_intron	0	0	0	2	0	0	2	0	0	0	0	0	0	0	0
RPL3	ENSG00000100316	ENST00000461967	retained_intron	0	0	0	2	0	0	2	0	0	0	0	0	0	0	0
RPL3	ENSG00000100316	ENST00000464182	retained_intron	0	0	0	2	0	0	0	0	0	0	0	0	0	0	2
RPL3	ENSG00000100316	ENST00000465618	processed_transcript	0	0	0	2	0	0	0	2	0	0	0	0	0	0	0
RPL3	ENSG00000100316	ENST00000467105	retained_intron	0	0	0	2	0	0	0	2	0	0	0	0	0	0	0
RPL3	ENSG00000100316	ENST00000471290	processed_transcript	0	0	0	2	0	0	0	0	0	2	0	0	0	0	0
RPL3	ENSG00000100316	ENST00000473638	retained_intron	0	0	0	2	0	0	0	0	0	0	0	0	0	0	2
RPL3	ENSG00000100316	ENST00000481985	retained_intron	0	0	0	2	0	0	0	2	0	0	0	0	0	0	0
RPL3	ENSG00000100316	ENST00000484358	retained_intron	0	0	0	2	0	0	2	0	0	0	0	0	0	0	0
RPL3	ENSG00000100316	ENST00000484615	retained_intron	0	0	0	2	0	0	2	0	0	0	0	0	0	0	0
RPL3	ENSG00000100316	ENST00000498462	retained_intron	0	0	0	2	0	0	2	0	0	0	0	0	0	0	0
RPL5P34	ENSG00000234009	ENST00000426545	processed_pseudogene	0	0	0	2	0	0	2	0	0	0	0	0	0	0	0
RRP7B	ENSG00000182841	ENST00000357802	processed_transcript	0	0	0	2	0	0	0	2	0	0	0	0	0	0	0
RRP7B	ENSG00000182841	ENST00000421116	processed_transcript	0	0	0	2	0	0	2	0	0	0	0	0	0	0	0
RRP7B	ENSG00000182841	ENST00000437211	processed_transcript	0	0	0	2	0	0	0	2	0	0	0	0	0	0	0
RRP7B	ENSG00000182841	ENST00000458605	processed_transcript	0	0	0	2	0	0	0	0	0	2	0	0	0	0	0
RRP7B	ENSG00000182841	ENST00000566851	transcribed_unprocessed_pseudogene	0	0	0	2	0	0	2	0	0	0	0	0	0	0	0
RTDR1	ENSG00000100218	ENST00000216036	protein_coding	0	0	0	4	0	0	0	4	0	0	0	0	0	0	0
RTDR1	ENSG00000100218	ENST00000406876	protein_coding	0	0	0	4	0	0	2	2	0	0	0	0	0	0	0
RTDR1	ENSG00000100218	ENST00000421213	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	0	0	2
RTDR1	ENSG00000100218	ENST00000439064	protein_coding	0	0	0	4	0	0	0	2	0	0	0	0	0	0	2
RTDR1	ENSG00000100218	ENST00000452757	protein_coding	0	0	0	4	0	0	2	2	0	0	0	0	0	0	0
RTN4R	ENSG00000040608	ENST00000043402	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	0	0	2
RTN4R	ENSG00000040608	ENST00000416372	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	0	0	2
RTN4R	ENSG00000040608	ENST00000463936	processed_transcript	0	0	0	2	0	0	0	0	0	0	0	0	0	0	2
RTN4R	ENSG00000040608	ENST00000469601	processed_transcript	0	0	0	2	0	0	0	0	0	0	0	0	0	0	2
RTN4R	ENSG00000040608	ENST00000474642	processed_transcript	0	0	0	4	0	0	0	2	0	0	0	0	0	0	2
SAMM50	ENSG00000100347	ENST00000350028	protein_coding	0	2	0	5	0	0	0	5	0	0	0	0	0	2	0
SAMM50	ENSG00000100347	ENST00000396202	protein_coding	0	2	0	5	0	0	0	5	0	0	0	0	0	2	0
SAMM50	ENSG00000100347	ENST00000474323	retained_intron	0	0	0	7	0	0	0	0	0	4	0	0	0	0	3
SAMM50	ENSG00000100347	ENST00000493161	processed_transcript	0	0	0	5	0	0	2	3	0	0	0	0	0	0	0
SAMM50	ENSG00000100347	ENST00000494795	retained_intron	0	0	0	2	0	0	0	0	0	0	0	0	0	0	2
SBF1	ENSG00000100241	ENST00000348911	protein_coding	0	0	0	6	0	0	0	6	0	0	0	0	0	0	0
SBF1	ENSG00000100241	ENST00000380817	protein_coding	0	0	0	6	0	0	0	6	0	0	0	0	0	0	0
SBF1	ENSG00000100241	ENST00000390679	protein_coding	0	0	0	6	0	0	0	6	0	0	0	0	0	0	0
SBF1	ENSG00000100241	ENST00000399627	retained_intron	0	0	0	3	0	0	3	0	0	0	0	0	0	0	0
SBF1	ENSG00000100241	ENST00000476293	processed_transcript	0	0	0	3	0	0	0	0	0	0	0	0	0	0	3
SBF1	ENSG00000100241	ENST00000477234	retained_intron	0	0	0	6	0	0	6	0	0	0	0	0	0	0	0
SC22CB-1D7.1	ENSG00000230741	ENST00000453924	antisense	0	0	0	2	0	0	2	0	0	0	0	0	0	0	0
SCARNA17	ENSG00000252143	ENST00000516334	snoRNA	0	0	0	2	0	0	0	0	0	0	0	0	0	0	2
SCARNA18	ENSG00000252605	ENST00000516796	snoRNA	0	0	0	2	0	0	0	0	0	0	0	0	0	0	2
SCO2	ENSG00000130489	ENST00000252785	protein_coding	0	0	0	2	0	0	2	0	0	0	0	0	0	0	0
SCO2	ENSG00000130489	ENST00000395693	protein_coding	0	0	0	2	0	0	2	0	0	0	0	0	0	0	0
SCO2	ENSG00000130489	ENST00000423348	protein_coding	0	0	0	2	0	0	2	0	0	0	0	0	0	0	0
SCO2	ENSG00000130489	ENST00000439934	protein_coding	0	0	0	2	0	0	2	0	0	0	0	0	0	0	0
SCO2	ENSG00000130489	ENST00000535425	protein_coding	0	0	0	2	0	0	2	0	0	0	0	0	0	0	0
SCO2	ENSG00000130489	ENST00000543927	protein_coding	0	0	0	2	0	0	2	0	0	0	0	0	0	0	0
SCUBE1	ENSG00000159307	ENST00000290460	protein_coding	0	0	0	4	0	0	0	4	0	0	0	0	0	0	0
SCUBE1	ENSG00000159307	ENST00000360835	protein_coding	0	0	0	6	2	0	0	4	0	0	0	0	0	0	0
SDF2L1	ENSG00000128228	ENST00000248958	protein_coding	0	0	0	2	0	0	2	0	0	0	0	0	0	0	0
SDF2L1	ENSG00000128228	ENST00000466935	retained_intron	0	0	0	2	0	0	2	0	0	0	0	0	0	0	0
SELO	ENSG00000073169	ENST00000380903	protein_coding	0	0	0	2	0	0	0	2	0	0	0	0	0	0	0
SELO	ENSG00000073169	ENST00000492092	processed_transcript	0	0	0	2	0	0	0	0	0	0	0	0	0	0	2
SEPT3	ENSG00000100167	ENST00000291236	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	0	0	2
SEPT3	ENSG00000100167	ENST00000328414	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	0	0	2
SEPT3	ENSG00000100167	ENST00000396417	nonsense_mediated_decay	0	0	0	2	0	0	0	0	0	0	0	0	0	0	2
SEPT3	ENSG00000100167	ENST00000396425	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	0	0	2
SEPT3	ENSG00000100167	ENST00000396426	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	0	0	2
SEPT3	ENSG00000100167	ENST00000406029	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	0	0	2
SEPT3	ENSG00000100167	ENST00000449288	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	0	0	2
SERHL2	ENSG00000183569	ENST00000327678	protein_coding	0	0	0	2	0	0	2	0	0	0	0	0	0	0	0
SERHL2	ENSG00000183569	ENST00000335879	protein_coding	0	0	0	2	0	0	2	0	0	0	0	0	0	0	0
SERHL2	ENSG00000183569	ENST00000340239	protein_coding	0	0	0	2	0	0	2	0	0	0	0	0	0	0	0
SERHL2	ENSG00000183569	ENST00000407614	protein_coding	0	0	0	2	0	0	2	0	0	0	0	0	0	0	0
SERHL2	ENSG00000183569	ENST00000416156	nonsense_mediated_decay	0	0	0	2	0	0	2	0	0	0	0	0	0	0	0
SERHL2	ENSG00000183569	ENST00000477564	nonsense_mediated_decay	0	0	0	2	0	0	2	0	0	0	0	0	0	0	0
SERHL2	ENSG00000183569	ENST00000527167	retained_intron	0	0	0	2	0	0	2	0	0	0	0	0	0	0	0
SERHL2	ENSG00000183569	ENST00000534080	retained_intron	0	0	0	2	0	0	2	0	0	0	0	0	0	0	0
SEZ6L	ENSG00000100095	ENST00000248933	protein_coding	0	0	0	18	0	0	0	18	0	0	0	0	0	0	0
SEZ6L	ENSG00000100095	ENST00000343706	protein_coding	0	0	0	18	0	0	0	18	0	0	0	0	0	0	0
SEZ6L	ENSG00000100095	ENST00000360929	protein_coding	0	0	0	18	0	0	0	18	0	0	0	0	0	0	0
SEZ6L	ENSG00000100095	ENST00000402979	protein_coding	0	0	0	12	0	0	0	10	0	0	0	0	0	0	2
SEZ6L	ENSG00000100095	ENST00000403121	protein_coding	0	0	0	12	0	0	0	10	0	0	0	0	0	0	2
SEZ6L	ENSG00000100095	ENST00000404234	protein_coding	0	0	0	18	0	0	0	18	0	0	0	0	0	0	0
SEZ6L	ENSG00000100095	ENST00000411842	protein_coding	0	0	0	6	0	0	0	6	0	0	0	0	0	0	0
SEZ6L	ENSG00000100095	ENST00000494013	processed_transcript	0	0	0	6	0	0	0	6	0	0	0	0	0	0	0
SEZ6L	ENSG00000100095	ENST00000529632	protein_coding	0	0	0	18	0	0	0	18	0	0	0	0	0	0	0
SFI1	ENSG00000198089	ENST00000382162	retained_intron	0	0	0	7	0	0	0	7	0	0	0	0	0	0	0
SFI1	ENSG00000198089	ENST00000400288	protein_coding	0	0	0	7	0	0	0	7	0	0	0	0	0	0	0
SFI1	ENSG00000198089	ENST00000400289	protein_coding	0	0	0	7	0	0	0	7	0	0	0	0	0	0	0
SFI1	ENSG00000198089	ENST00000411518	nonsense_mediated_decay	0	0	0	5	0	0	2	3	0	0	0	0	0	0	0
SFI1	ENSG00000198089	ENST00000414585	protein_coding	0	0	0	7	0	0	0	7	0	0	0	0	0	0	0
SFI1	ENSG00000198089	ENST00000432498	protein_coding	0	0	0	7	0	0	0	7	0	0	0	0	0	0	0
SFI1	ENSG00000198089	ENST00000443011	protein_coding	0	0	0	7	0	0	0	7	0	0	0	0	0	0	0
SFI1	ENSG00000198089	ENST00000443326	protein_coding	0	0	0	7	0	0	0	7	0	0	0	0	0	0	0
SFI1	ENSG00000198089	ENST00000444859	protein_coding	0	0	0	4	0	0	1	3	0	0	0	0	0	0	0
SFI1	ENSG00000198089	ENST00000450787	protein_coding	0	0	0	2	0	0	0	2	0	0	0	0	0	0	0
SFI1	ENSG00000198089	ENST00000452250	nonsense_mediated_decay	0	0	0	2	0	0	0	0	0	0	0	0	0	0	2
SFI1	ENSG00000198089	ENST00000465437	processed_transcript	0	0	0	5	0	0	2	3	0	0	0	0	0	0	0
SFI1	ENSG00000198089	ENST00000465646	processed_transcript	0	0	0	5	0	0	2	3	0	0	0	0	0	0	0
SFI1	ENSG00000198089	ENST00000476010	retained_intron	0	0	0	2	0	0	0	0	0	0	0	0	0	0	2
SFI1	ENSG00000198089	ENST00000484806	retained_intron	0	0	0	2	0	0	0	0	0	0	0	0	0	0	2
SFI1	ENSG00000198089	ENST00000486708	retained_intron	0	0	0	2	0	0	0	2	0	0	0	0	0	0	0
SFI1	ENSG00000198089	ENST00000524296	nonsense_mediated_decay	0	0	0	7	0	0	0	7	0	0	0	0	0	0	0
SFI1	ENSG00000198089	ENST00000540643	protein_coding	0	0	0	7	0	0	0	7	0	0	0	0	0	0	0
SGSM1	ENSG00000167037	ENST00000400358	protein_coding	0	0	0	4	0	0	0	4	0	0	0	0	0	0	0
SGSM1	ENSG00000167037	ENST00000400359	protein_coding	0	0	0	4	0	0	0	4	0	0	0	0	0	0	0
SGSM1	ENSG00000167037	ENST00000470591	processed_transcript	0	0	0	2	0	0	2	0	0	0	0	0	0	0	0
SGSM1	ENSG00000167037	ENST00000473458	retained_intron	0	0	0	2	0	0	0	2	0	0	0	0	0	0	0
SGSM1	ENSG00000167037	ENST00000480523	retained_intron	0	0	0	2	0	0	0	2	0	0	0	0	0	0	0
SH3BP1	ENSG00000100092	ENST00000336738	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	0	0	2
SH3BP1	ENSG00000100092	ENST00000357436	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	0	0	2
SH3BP1	ENSG00000100092	ENST00000417536	nonsense_mediated_decay	0	0	0	2	0	0	0	2	0	0	0	0	0	0	0
SH3BP1	ENSG00000100092	ENST00000442465	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	0	0	2
SH3BP1	ENSG00000100092	ENST00000451997	nonsense_mediated_decay	0	0	0	2	0	0	0	0	0	0	0	0	0	0	2
SH3BP1	ENSG00000100092	ENST00000469947	retained_intron	0	0	0	2	0	0	0	0	0	0	0	0	0	0	2
SHANK3	ENSG00000251322	ENST00000262795	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	0	0	2
SHANK3	ENSG00000251322	ENST00000414786	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	0	0	2
SHANK3	ENSG00000251322	ENST00000445220	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	0	0	2
SLC25A1	ENSG00000100075	ENST00000215882	protein_coding	0	0	0	2	2	0	0	0	0	0	0	0	0	0	0
SLC25A1	ENSG00000100075	ENST00000451283	protein_coding	0	0	0	2	2	0	0	0	0	0	0	0	0	0	0
SLC25A1	ENSG00000100075	ENST00000461267	processed_transcript	0	0	0	2	0	0	2	0	0	0	0	0	0	0	0
SLC25A1	ENSG00000100075	ENST00000468824	processed_transcript	0	0	0	2	0	0	2	0	0	0	0	0	0	0	0
SLC25A1	ENSG00000100075	ENST00000470922	retained_intron	0	0	0	2	0	0	0	0	0	2	0	0	0	0	0
SLC35E4	ENSG00000100036	ENST00000300385	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	0	0	2
SLC35E4	ENSG00000100036	ENST00000343605	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	0	0	2
SLC35E4	ENSG00000100036	ENST00000406566	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	0	0	2
SLC35E4	ENSG00000100036	ENST00000451479	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	0	0	2
SLC9B1P4	ENSG00000227367	ENST00000421957	unprocessed_pseudogene	0	0	0	6	0	0	2	4	0	0	0	0	0	0	0
SMARCB1	ENSG00000099956	ENST00000263121	protein_coding	0	0	0	4	0	0	0	4	0	0	0	0	0	0	0
SMARCB1	ENSG00000099956	ENST00000344921	protein_coding	0	0	0	4	0	0	0	4	0	0	0	0	0	0	0
SMARCB1	ENSG00000099956	ENST00000407082	protein_coding	0	0	0	4	0	0	0	4	0	0	0	0	0	0	0
SMARCB1	ENSG00000099956	ENST00000407422	protein_coding	0	0	0	4	0	0	0	4	0	0	0	0	0	0	0
SMARCB1	ENSG00000099956	ENST00000477836	processed_transcript	0	0	0	2	0	0	0	0	0	0	0	0	0	0	2
SMC1B	ENSG00000077935	ENST00000357450	protein_coding	0	0	0	5	0	0	0	5	0	0	0	0	0	0	0
SMC1B	ENSG00000077935	ENST00000404354	protein_coding	0	0	0	5	0	0	0	5	0	0	0	0	0	0	0
SMDT1	ENSG00000183172	ENST00000331479	protein_coding	0	0	0	2	0	0	0	2	0	0	0	0	0	0	0
SMDT1	ENSG00000183172	ENST00000422252	nonsense_mediated_decay	0	0	0	2	0	0	0	2	0	0	0	0	0	0	0
SMDT1	ENSG00000183172	ENST00000484235	retained_intron	0	0	0	2	0	0	0	2	0	0	0	0	0	0	0
SNAP29	ENSG00000099940	ENST00000215730	protein_coding	0	0	0	6	0	0	0	6	0	0	0	0	0	0	0
SNAP29	ENSG00000099940	ENST00000439214	protein_coding	0	0	0	6	0	0	0	6	0	0	0	0	0	0	0
SNAP29	ENSG00000099940	ENST00000490458	retained_intron	0	0	0	6	0	0	6	0	0	0	0	0	0	0	0
SNORD43	ENSG00000263764	ENST00000583861	snoRNA	0	0	0	2	0	0	2	0	0	0	0	0	0	0	0
SNORD83A	ENSG00000209482	ENST00000386747	snoRNA	0	0	0	2	0	0	2	0	0	0	0	0	0	0	0
SNORD83B	ENSG00000209480	ENST00000386745	snoRNA	0	0	0	2	0	0	0	0	0	0	0	0	0	0	2
SPECC1L	ENSG00000100014	ENST00000314328	protein_coding	0	0	0	2	0	0	0	2	0	0	0	0	0	0	0
