# The following table is formatted as tab separated values. 
#GeneName	GeneId	TranscriptId	BioType	variants_impact_HIGH	variants_impact_LOW	variants_impact_MODERATE	variants_impact_MODIFIER	variants_effect_3_prime_UTR_variant	variants_effect_5_prime_UTR_premature_start_codon_gain_variant	variants_effect_5_prime_UTR_variant	variants_effect_conservative_inframe_deletion	variants_effect_conservative_inframe_insertion	variants_effect_downstream_gene_variant	variants_effect_intron_variant	variants_effect_missense_variant	variants_effect_non_coding_transcript_exon_variant	variants_effect_splice_acceptor_variant	variants_effect_splice_donor_variant	variants_effect_splice_region_variant	variants_effect_stop_gained	variants_effect_synonymous_variant	variants_effect_upstream_gene_variant
GSTT1	ENSG00000184674	ENST00000417489	nonsense_mediated_decay	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
GSTT1	ENSG00000184674	ENST00000417831	nonsense_mediated_decay	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
GSTT1	ENSG00000184674	ENST00000417870	protein_coding	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
GSTT1	ENSG00000184674	ENST00000418883	nonsense_mediated_decay	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
GSTT1	ENSG00000184674	ENST00000426209	nonsense_mediated_decay	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
GSTT1	ENSG00000184674	ENST00000428175	retained_intron	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
GSTT1	ENSG00000184674	ENST00000436103	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
GSTT1	ENSG00000184674	ENST00000439996	protein_coding	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
GSTT1	ENSG00000184674	ENST00000447865	protein_coding	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
GSTT1	ENSG00000184674	ENST00000458231	nonsense_mediated_decay	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
GSTT1	ENSG00000184674	ENST00000480898	retained_intron	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
GSTT1	ENSG00000184674	ENST00000486544	retained_intron	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
GSTTP1	ENSG00000241850	ENST00000448934	unprocessed_pseudogene	0	0	0	4	0	0	0	0	0	2	2	0	0	0	0	0	0	0	0
GSTTP1	ENSG00000241850	ENST00000513608	unprocessed_pseudogene	0	0	0	4	0	0	0	0	0	2	2	0	0	0	0	0	0	0	0
GSTTP2	ENSG00000239334	ENST00000389399	processed_transcript	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
GSTTP2	ENSG00000239334	ENST00000466426	processed_transcript	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
GSTTP2	ENSG00000239334	ENST00000485225	transcribed_unprocessed_pseudogene	0	0	0	2	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0
GTSE1	ENSG00000075218	ENST00000454366	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2
GUCD1	ENSG00000138867	ENST00000398245	nonsense_mediated_decay	0	0	0	2	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0
GUCD1	ENSG00000138867	ENST00000402766	protein_coding	0	0	0	2	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0
GUCD1	ENSG00000138867	ENST00000404664	protein_coding	0	0	0	2	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0
GUCD1	ENSG00000138867	ENST00000407471	protein_coding	0	0	0	2	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0
GUCD1	ENSG00000138867	ENST00000407973	protein_coding	0	0	0	2	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0
GUCD1	ENSG00000138867	ENST00000435822	protein_coding	0	0	0	2	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0
GUCD1	ENSG00000138867	ENST00000447813	protein_coding	0	0	0	2	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0
GUCD1	ENSG00000138867	ENST00000468170	retained_intron	0	0	0	2	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0
GUCD1	ENSG00000138867	ENST00000480272	retained_intron	0	0	0	2	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0
GUCD1	ENSG00000138867	ENST00000490810	processed_transcript	0	0	0	2	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0
GUCD1	ENSG00000138867	ENST00000490922	processed_transcript	0	0	0	2	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0
GUCD1	ENSG00000138867	ENST00000493099	processed_transcript	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2
GUSBP11	ENSG00000228315	ENST00000422506	processed_transcript	0	0	0	67	0	0	0	0	0	1	60	0	3	0	0	0	0	0	3
GUSBP11	ENSG00000228315	ENST00000430357	processed_transcript	0	0	0	16	0	0	0	0	0	1	10	0	1	0	0	0	0	0	4
GUSBP11	ENSG00000228315	ENST00000445682	processed_transcript	0	0	0	67	0	0	0	0	0	1	60	0	3	0	0	0	0	0	3
GUSBP11	ENSG00000228315	ENST00000451837	processed_transcript	0	0	0	67	0	0	0	0	0	1	60	0	3	0	0	0	0	0	3
GUSBP11	ENSG00000228315	ENST00000452737	processed_transcript	0	0	0	67	0	0	0	0	0	1	60	0	3	0	0	0	0	0	3
GUSBP11	ENSG00000228315	ENST00000455485	processed_transcript	0	0	0	51	0	0	0	0	0	1	48	0	2	0	0	0	0	0	0
GUSBP11	ENSG00000228315	ENST00000608454	processed_transcript	0	0	0	38	0	0	0	0	0	4	33	0	0	0	0	0	0	0	1
HDAC10	ENSG00000100429	ENST00000216271	protein_coding	0	0	2	5	1	0	0	0	0	2	1	2	0	0	0	1	0	0	1
HDAC10	ENSG00000100429	ENST00000349505	protein_coding	0	0	2	5	0	0	0	0	0	3	1	2	0	0	0	1	0	0	1
HDAC10	ENSG00000100429	ENST00000415993	nonsense_mediated_decay	0	1	0	9	3	0	0	0	0	2	1	0	3	0	0	1	0	0	1
HDAC10	ENSG00000100429	ENST00000429374	nonsense_mediated_decay	0	1	0	8	2	0	0	0	0	3	1	0	2	0	0	1	0	0	1
HDAC10	ENSG00000100429	ENST00000448072	protein_coding	0	0	2	5	0	0	0	0	0	3	1	2	0	0	0	1	0	0	1
HDAC10	ENSG00000100429	ENST00000454936	nonsense_mediated_decay	0	0	0	9	2	0	0	0	0	3	1	0	2	0	0	0	0	0	1
HDAC10	ENSG00000100429	ENST00000470378	retained_intron	0	0	0	7	0	0	0	0	0	6	0	0	0	0	0	0	0	0	1
HDAC10	ENSG00000100429	ENST00000470965	processed_transcript	0	0	0	7	0	0	0	0	0	6	0	0	0	0	0	0	0	0	1
HDAC10	ENSG00000100429	ENST00000471375	retained_intron	0	0	0	7	0	0	0	0	0	5	1	0	0	0	0	0	0	0	1
HDAC10	ENSG00000100429	ENST00000475965	retained_intron	0	0	0	7	0	0	0	0	0	6	0	0	0	0	0	0	0	0	1
HDAC10	ENSG00000100429	ENST00000476310	retained_intron	0	0	0	7	0	0	0	0	0	6	0	0	0	0	0	0	0	0	1
HDAC10	ENSG00000100429	ENST00000477814	retained_intron	0	0	0	7	0	0	0	0	0	3	1	0	2	0	0	0	0	0	1
HDAC10	ENSG00000100429	ENST00000482213	retained_intron	0	0	0	4	0	0	0	0	0	3	0	0	0	0	0	0	0	0	1
HDAC10	ENSG00000100429	ENST00000483222	processed_transcript	0	1	0	6	0	0	0	0	0	3	1	0	2	0	0	1	0	0	1
HDAC10	ENSG00000100429	ENST00000488270	retained_intron	0	0	0	7	0	0	0	0	0	6	0	0	0	0	0	0	0	0	1
HDAC10	ENSG00000100429	ENST00000489424	processed_transcript	0	0	0	7	0	0	0	0	0	6	0	0	0	0	0	0	0	0	1
HDAC10	ENSG00000100429	ENST00000496235	retained_intron	0	0	0	7	0	0	0	0	0	4	1	0	1	0	0	0	0	0	1
HDAC10	ENSG00000100429	ENST00000496909	processed_transcript	0	0	0	7	0	0	0	0	0	6	0	0	0	0	0	0	0	0	1
HDAC10	ENSG00000100429	ENST00000497483	processed_transcript	0	0	0	5	0	0	0	0	0	4	0	0	0	0	0	0	0	0	1
HDAC10	ENSG00000100429	ENST00000497952	retained_intron	0	0	0	7	0	0	0	0	0	3	0	0	3	0	0	0	0	0	1
HDAC10	ENSG00000100429	ENST00000498366	processed_transcript	0	1	0	6	0	0	0	0	0	3	1	0	2	0	0	1	0	0	1
HIRA	ENSG00000100084	ENST00000263208	protein_coding	0	0	0	24	0	0	0	0	0	0	22	0	0	0	0	0	0	0	2
HIRA	ENSG00000100084	ENST00000340170	protein_coding	0	0	0	24	0	0	0	0	0	0	22	0	0	0	0	0	0	0	2
HIRA	ENSG00000100084	ENST00000452818	nonsense_mediated_decay	0	0	0	15	0	0	0	0	0	0	15	0	0	0	0	0	0	0	0
HIRA	ENSG00000100084	ENST00000464189	processed_transcript	0	0	0	12	0	0	0	0	0	0	11	0	0	0	0	0	0	0	1
HIRA	ENSG00000100084	ENST00000541063	protein_coding	0	0	0	26	0	0	0	0	0	0	26	0	0	0	0	0	0	0	0
HIRA	ENSG00000100084	ENST00000546308	protein_coding	0	0	0	24	0	0	0	0	0	2	22	0	0	0	0	0	0	0	0
HMGB1P10	ENSG00000213707	ENST00000395823	processed_pseudogene	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
HMGN2P10	ENSG00000231261	ENST00000448085	processed_pseudogene	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3
HMGN2P9	ENSG00000180150	ENST00000476875	processed_pseudogene	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
HMGXB4	ENSG00000100281	ENST00000216106	protein_coding	0	0	0	5	1	0	0	0	0	1	3	0	0	0	0	0	0	0	0
HMGXB4	ENSG00000100281	ENST00000418170	nonsense_mediated_decay	0	0	0	6	1	0	0	0	0	1	3	0	1	0	0	0	0	0	0
HMGXB4	ENSG00000100281	ENST00000420166	protein_coding	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
HMGXB4	ENSG00000100281	ENST00000444518	protein_coding	0	0	0	5	0	0	0	0	0	2	3	0	0	0	0	0	0	0	0
HMGXB4	ENSG00000100281	ENST00000455359	protein_coding	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
HMGXB4	ENSG00000100281	ENST00000498212	retained_intron	0	0	0	2	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0
HMOX1	ENSG00000100292	ENST00000216117	protein_coding	0	0	0	15	0	0	0	0	0	1	8	0	0	0	0	0	0	0	6
HMOX1	ENSG00000100292	ENST00000412893	protein_coding	0	0	0	14	0	0	0	0	0	5	3	0	0	0	0	0	0	0	6
HMOX1	ENSG00000100292	ENST00000481190	retained_intron	0	0	0	12	0	0	0	0	0	5	3	0	0	0	0	0	0	0	4
HMOX1	ENSG00000100292	ENST00000494998	retained_intron	0	0	0	9	0	0	0	0	0	2	4	0	0	0	0	0	0	0	3
HORMAD2	ENSG00000176635	ENST00000336726	protein_coding	0	0	0	17	0	0	0	0	0	0	15	0	0	0	0	0	0	0	2
HORMAD2	ENSG00000176635	ENST00000403975	protein_coding	0	0	0	17	0	0	0	0	0	0	15	0	0	0	0	0	0	0	2
HORMAD2	ENSG00000176635	ENST00000450612	nonsense_mediated_decay	0	0	0	8	0	0	0	0	0	2	4	0	0	0	0	0	0	0	2
HORMAD2	ENSG00000176635	ENST00000491605	retained_intron	0	0	0	3	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0
HPS4	ENSG00000100099	ENST00000336873	protein_coding	0	0	0	3	0	0	0	0	0	1	2	0	0	0	0	0	0	0	0
HPS4	ENSG00000100099	ENST00000398141	protein_coding	0	0	0	3	0	0	0	0	0	1	2	0	0	0	0	0	0	0	0
HPS4	ENSG00000100099	ENST00000398145	protein_coding	0	0	0	3	0	0	0	0	0	1	2	0	0	0	0	0	0	0	0
HPS4	ENSG00000100099	ENST00000402105	protein_coding	0	0	0	3	0	0	0	0	0	1	2	0	0	0	0	0	0	0	0
HPS4	ENSG00000100099	ENST00000422379	protein_coding	0	0	0	2	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0
HPS4	ENSG00000100099	ENST00000429411	nonsense_mediated_decay	0	0	0	3	0	0	0	0	0	1	2	0	0	0	0	0	0	0	0
HPS4	ENSG00000100099	ENST00000439453	nonsense_mediated_decay	0	0	0	3	0	0	0	0	0	1	2	0	0	0	0	0	0	0	0
HPS4	ENSG00000100099	ENST00000459918	processed_transcript	0	0	0	2	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0
HPS4	ENSG00000100099	ENST00000464362	nonsense_mediated_decay	0	0	0	3	0	0	0	0	0	1	2	0	0	0	0	0	0	0	0
HPS4	ENSG00000100099	ENST00000466781	retained_intron	0	0	0	3	0	0	0	0	0	1	2	0	0	0	0	0	0	0	0
HPS4	ENSG00000100099	ENST00000481910	retained_intron	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
HPS4	ENSG00000100099	ENST00000483631	processed_transcript	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
HPS4	ENSG00000100099	ENST00000485842	retained_intron	0	0	0	3	0	0	0	0	0	1	1	0	0	0	0	0	0	0	1
HPS4	ENSG00000100099	ENST00000491142	processed_transcript	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
HPS4	ENSG00000100099	ENST00000493455	processed_transcript	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
HPS4	ENSG00000100099	ENST00000496385	retained_intron	0	0	0	3	0	0	0	0	0	1	2	0	0	0	0	0	0	0	0
HPS4	ENSG00000100099	ENST00000519774	processed_transcript	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
HSFY1P1	ENSG00000229027	ENST00000423928	transcribed_unprocessed_pseudogene	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2
HSFY1P1	ENSG00000229027	ENST00000425038	processed_transcript	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2
IFT27	ENSG00000100360	ENST00000340630	protein_coding	0	0	0	6	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0
IFT27	ENSG00000100360	ENST00000415653	nonsense_mediated_decay	0	0	0	4	0	0	0	0	0	0	2	0	0	0	0	0	0	0	2
IFT27	ENSG00000100360	ENST00000417951	protein_coding	0	0	0	6	0	0	0	0	0	2	4	0	0	0	0	0	0	0	0
IFT27	ENSG00000100360	ENST00000430701	protein_coding	0	0	0	6	0	0	0	0	0	2	4	0	0	0	0	0	0	0	0
IFT27	ENSG00000100360	ENST00000433985	protein_coding	0	0	0	6	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0
IFT27	ENSG00000100360	ENST00000440696	protein_coding	0	0	0	4	0	0	0	0	0	2	0	0	0	0	0	0	0	0	2
IFT27	ENSG00000100360	ENST00000453009	protein_coding	0	0	0	4	0	0	0	0	0	0	2	0	0	0	0	0	0	0	2
IFT27	ENSG00000100360	ENST00000465023	retained_intron	0	0	0	4	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0
IFT27	ENSG00000100360	ENST00000471809	retained_intron	0	0	0	6	0	0	0	0	0	0	4	0	2	0	0	0	0	0	0
IFT27	ENSG00000100360	ENST00000474616	processed_transcript	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2
IFT27	ENSG00000100360	ENST00000476548	processed_transcript	0	0	0	4	0	0	0	0	0	2	2	0	0	0	0	0	0	0	0
IFT27	ENSG00000100360	ENST00000495555	retained_intron	0	0	0	4	0	0	0	0	0	0	2	0	0	0	0	0	0	0	2
IFT27	ENSG00000100360	ENST00000495987	processed_transcript	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2
IGKV1OR22-5	ENSG00000230481	ENST00000458718	IG_V_pseudogene	0	0	0	5	0	0	0	0	0	2	0	0	0	0	0	0	0	0	3
IGKV2OR22-3	ENSG00000253460	ENST00000521969	IG_V_pseudogene	0	0	0	2	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1
IGKV2OR22-4	ENSG00000253691	ENST00000523309	IG_V_pseudogene	0	0	0	6	0	0	0	0	0	5	0	0	0	0	0	0	0	0	1
IGKV3OR22-2	ENSG00000254264	ENST00000517943	IG_V_pseudogene	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
IGLC1	ENSG00000211675	ENST00000390321	IG_C_gene	0	0	0	22	0	0	0	0	0	4	0	0	0	0	0	0	0	0	18
IGLC2	ENSG00000211677	ENST00000390323	IG_C_gene	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4
IGLC4	ENSG00000254029	ENST00000517690	IG_C_pseudogene	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
IGLC5	ENSG00000254030	ENST00000519670	IG_C_pseudogene	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
IGLC6	ENSG00000222037	ENST00000410078	IG_C_pseudogene	0	0	0	2	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1
IGLC7	ENSG00000211685	ENST00000390331	IG_C_gene	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
IGLCOR22-1	ENSG00000254127	ENST00000523725	IG_C_pseudogene	0	0	0	2	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0
IGLCOR22-2	ENSG00000271093	ENST00000605398	IG_C_pseudogene	0	0	0	6	0	0	0	0	0	2	0	0	0	0	0	0	0	0	4
IGLJ1	ENSG00000211674	ENST00000390320	IG_J_gene	0	0	0	30	0	0	0	0	0	6	0	0	0	0	0	0	0	0	24
IGLJ2	ENSG00000211676	ENST00000390322	IG_J_gene	0	0	0	6	0	0	1	0	0	0	0	0	0	0	0	0	0	0	5
IGLJ5	ENSG00000211681	ENST00000390327	IG_J_gene	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
IGLJ6	ENSG00000211682	ENST00000390328	IG_J_gene	0	0	0	2	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1
IGLJ7	ENSG00000211684	ENST00000390330	IG_J_gene	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
IGLL1	ENSG00000128322	ENST00000249053	protein_coding	0	0	0	3	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0
IGLL1	ENSG00000128322	ENST00000330377	protein_coding	0	0	0	3	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0
IGLL1	ENSG00000128322	ENST00000438703	protein_coding	0	0	0	3	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0
IGLL3P	ENSG00000206066	ENST00000412472	unprocessed_pseudogene	0	0	0	20	0	0	0	0	0	9	0	0	1	0	0	0	0	0	10
IGLL5	ENSG00000254709	ENST00000526893	protein_coding	0	0	1	35	0	0	0	0	0	4	29	1	0	0	0	0	0	0	2
IGLL5	ENSG00000254709	ENST00000531372	protein_coding	0	0	1	35	0	0	0	0	0	4	29	1	0	0	0	0	0	0	2
IGLL5	ENSG00000254709	ENST00000532223	protein_coding	0	0	1	35	0	0	0	0	0	4	29	1	0	0	0	0	0	0	2
IGLV1-36	ENSG00000211655	ENST00000390301	IG_V_gene	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4
IGLV1-44	ENSG00000211651	ENST00000390297	IG_V_gene	0	0	0	2	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0
IGLV1-50	ENSG00000211645	ENST00000390291	IG_V_gene	0	0	1	4	0	0	0	0	0	1	0	1	0	0	0	0	0	0	3
IGLV1-51	ENSG00000211644	ENST00000390290	IG_V_gene	0	0	0	5	0	0	0	0	0	4	0	0	0	0	0	0	0	0	1
IGLV1-62	ENSG00000253823	ENST00000518003	IG_V_pseudogene	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
IGLV10-54	ENSG00000211642	ENST00000390287	IG_V_gene	0	0	0	2	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0
IGLV10-67	ENSG00000253794	ENST00000519446	IG_V_pseudogene	0	0	0	4	0	0	0	0	0	2	0	0	0	0	0	0	0	0	2
IGLV11-55	ENSG00000211641	ENST00000390286	IG_V_gene	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9
IGLV2-14	ENSG00000211666	ENST00000390312	IG_V_gene	0	2	4	0	0	0	0	0	0	0	0	4	0	0	0	0	0	2	0
IGLV2-18	ENSG00000211664	ENST00000390310	IG_V_gene	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
IGLV2-33	ENSG00000211656	ENST00000390302	IG_V_gene	0	0	0	7	0	0	0	0	0	1	0	0	0	0	0	0	0	0	6
IGLV2-34	ENSG00000253120	ENST00000490007	IG_V_pseudogene	0	0	0	6	0	0	0	0	0	2	0	0	0	0	0	0	0	0	4
IGLV2-8	ENSG00000211671	ENST00000390317	IG_V_gene	0	0	0	5	0	0	2	0	0	0	0	0	0	0	0	0	0	0	3
IGLV3-1	ENSG00000211673	ENST00000390319	IG_V_gene	0	0	0	2	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0
IGLV3-12	ENSG00000211667	ENST00000390313	IG_V_gene	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3
IGLV3-13	ENSG00000253590	ENST00000518475	IG_V_pseudogene	0	0	0	8	0	0	0	0	0	2	0	0	0	0	0	0	0	0	6
IGLV3-15	ENSG00000253786	ENST00000518356	IG_V_pseudogene	0	0	0	6	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0
IGLV3-17	ENSG00000253152	ENST00000519099	IG_V_pseudogene	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
IGLV3-19	ENSG00000211663	ENST00000390309	IG_V_gene	0	0	0	4	0	0	0	0	0	2	0	0	0	0	0	0	0	0	2
IGLV3-21	ENSG00000211662	ENST00000390308	IG_V_gene	0	0	0	4	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0
IGLV3-25	ENSG00000211659	ENST00000390305	IG_V_gene	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5
IGLV3-30	ENSG00000253329	ENST00000524362	IG_V_pseudogene	0	0	0	3	0	0	0	0	0	1	0	0	0	0	0	0	0	0	2
IGLV3-31	ENSG00000253920	ENST00000523713	IG_V_pseudogene	0	0	0	2	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0
IGLV3-9	ENSG00000211670	ENST00000390316	IG_V_gene	0	0	0	5	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0
IGLV4-60	ENSG00000211639	ENST00000390284	IG_V_gene	0	0	0	6	0	0	0	0	0	3	0	0	0	0	0	0	0	0	3
IGLV5-37	ENSG00000211654	ENST00000390300	IG_V_gene	0	0	0	4	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0
IGLV5-45	ENSG00000211650	ENST00000390296	IG_V_gene	0	0	0	2	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0
IGLV5-52	ENSG00000211643	ENST00000390289	IG_V_gene	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
IGLV6-57	ENSG00000211640	ENST00000390285	IG_V_gene	0	0	2	10	0	0	0	0	0	9	0	2	0	0	0	0	0	0	1
IGLV7-35	ENSG00000253631	ENST00000523314	IG_V_pseudogene	0	0	0	2	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0
IGLV7-43	ENSG00000211652	ENST00000390298	IG_V_gene	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3
IGLV8-61	ENSG00000211638	ENST00000390283	IG_V_gene	0	0	2	3	0	0	0	0	0	2	0	2	0	0	0	0	0	0	1
IGLV9-49	ENSG00000223350	ENST00000427632	IG_V_gene	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
IGLVI-20	ENSG00000254240	ENST00000519296	IG_V_pseudogene	0	0	0	4	0	0	0	0	0	2	0	0	0	0	0	0	0	0	2
IGLVI-38	ENSG00000253889	ENST00000519982	IG_V_pseudogene	0	0	0	4	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0
IGLVI-42	ENSG00000254175	ENST00000522485	IG_V_pseudogene	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3
IGLVI-56	ENSG00000253126	ENST00000521342	IG_V_pseudogene	0	0	0	12	0	0	0	0	0	6	2	0	0	0	0	0	0	0	4
IGLVIV-53	ENSG00000253935	ENST00000520107	IG_V_pseudogene	0	0	0	4	0	0	0	0	0	2	0	0	0	0	0	0	0	0	2
IGLVIV-59	ENSG00000254308	ENST00000520218	IG_V_pseudogene	0	0	0	8	0	0	0	0	0	4	0	0	0	0	0	0	0	0	4
IGLVIV-66-1	ENSG00000253874	ENST00000521832	IG_V_pseudogene	0	0	0	2	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0
IGLVIVOR22-1	ENSG00000271138	ENST00000603243	IG_V_pseudogene	0	0	0	4	0	0	0	0	0	3	0	0	0	0	0	0	0	0	1
IGLVV-58	ENSG00000253637	ENST00000520445	IG_V_pseudogene	0	0	0	7	0	0	0	0	0	1	0	0	0	0	0	0	0	0	6
IGLVV-66	ENSG00000254075	ENST00000523818	IG_V_pseudogene	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2
IGLVVI-25-1	ENSG00000253779	ENST00000521893	IG_V_pseudogene	0	0	0	2	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0
IGLVVII-41-1	ENSG00000254073	ENST00000518405	IG_V_pseudogene	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
IL17RA	ENSG00000177663	ENST00000319363	protein_coding	0	0	0	7	1	0	0	0	0	0	4	0	0	0	0	0	0	0	2
IL17RA	ENSG00000177663	ENST00000459971	retained_intron	0	0	0	3	0	0	0	0	0	0	1	0	0	0	0	0	0	0	2
IL17RA	ENSG00000177663	ENST00000477874	processed_transcript	0	0	0	3	0	0	0	0	0	0	1	0	0	0	0	0	0	0	2
IL17REL	ENSG00000188263	ENST00000341280	protein_coding	0	0	0	8	0	0	0	0	0	1	7	0	0	0	0	0	0	0	0
IL17REL	ENSG00000188263	ENST00000389983	protein_coding	0	0	0	8	0	0	0	0	0	1	7	0	0	0	0	0	0	0	0
IL2RB	ENSG00000100385	ENST00000216223	protein_coding	0	0	0	4	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0
IL2RB	ENSG00000100385	ENST00000429622	protein_coding	0	0	0	4	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0
IL2RB	ENSG00000100385	ENST00000440958	nonsense_mediated_decay	0	0	0	2	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0
IL2RB	ENSG00000100385	ENST00000445595	protein_coding	0	0	0	4	0	0	0	0	0	2	2	0	0	0	0	0	0	0	0
IL2RB	ENSG00000100385	ENST00000453962	protein_coding	0	0	0	4	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0
IL2RB	ENSG00000100385	ENST00000461607	retained_intron	0	0	0	4	0	0	0	0	0	2	2	0	0	0	0	0	0	0	0
IL2RB	ENSG00000100385	ENST00000483573	retained_intron	0	0	0	4	0	0	0	0	0	0	2	0	0	0	0	0	0	0	2
ISX	ENSG00000175329	ENST00000308700	protein_coding	0	1	1	10	0	1	1	0	0	3	6	1	0	0	0	0	0	0	0
ISX	ENSG00000175329	ENST00000404699	protein_coding	0	1	1	10	0	1	1	0	0	3	6	1	0	0	0	0	0	0	0
